Quantity,Sales,Customer Name,Month-Year,Month,Year,Order ID,Product Category,Order_ID,Customer_ID
0,0,Darcy Chapman,01-12-2017,12,01-01-2017,117571-12-2017,Dining,117571-12-2017,2140
0,0,Fiona Walker,01-05-2018,5,01-01-2018,880723-5-2018,Health,880723-5-2018,1674
33,0,Amelia Reed,01-06-2016,6,01-01-2016,352567-6-2016,Books,352567-6-2016,1687
0,0,Ashton Brown,01-10-2017,10,01-01-2017,592447-10-2017,Apparel,592447-10-2017,2125
0,0,Barrett Chelsea,01-11-2019,11,01-01-2019,238965-11-2019,Health,238965-11-2019,1724
0,0,Edith Tucker,01-05-2015,5,01-01-2015,553676-5-2015,Health,553676-5-2015,2106
0,0,Alfred Payne,01-08-2015,8,01-01-2015,369483-8-2015,Accessories,369483-8-2015,1501
0,0,Agata Cole,01-11-2017,11,01-01-2017,597043-11-2017,Dining,597043-11-2017,2110
47,0,Kelvin Owens,01-06-2016,6,01-01-2016,634060-6-2016,Departmental,634060-6-2016,1908
0,0,Michelle Kelley,01-04-2015,4,01-01-2015,307353-4-2015,Apparel,307353-4-2015,1807
0,0,Miller Ted,01-11-2017,11,01-01-2017,746281-11-2017,Dining,746281-11-2017,1818
0,0,Andrew Douglas,01-05-2017,5,01-01-2017,389429-5-2017,Travel,389429-5-2017,1813
0,0,Lenny Robinson,01-04-2017,4,01-01-2017,848273-4-2017,Dining,848273-4-2017,1503
0,0,Abraham Taylor,01-12-2018,12,01-01-2018,928943-12-2018,Books,928943-12-2018,1924
0,0,Deanna Clark,01-08-2017,8,01-01-2017,693361-8-2017,Departmental,693361-8-2017,2216
0,0,Antony Parker,01-06-2015,6,01-01-2015,369246-6-2015,Apparel,369246-6-2015,1994
0,0,Haris Casey,01-03-2017,3,01-01-2017,716769-3-2017,Books,716769-3-2017,1853
0,0,Deanna Clark,01-06-2018,6,01-01-2018,770461-6-2018,Travel,770461-6-2018,2216
0,0,Gianna Baker,01-11-2015,11,01-01-2015,586896-11-2015,Apparel,586896-11-2015,2095
0,0,Fiona Higgins,01-07-2018,7,01-01-2018,973977-7-2018,Health,973977-7-2018,2047
0,0,Kristian Bennett,01-06-2017,6,01-01-2017,344413-6-2017,Apparel,344413-6-2017,1729
0,0,Gianna Carroll,01-08-2017,8,01-01-2017,945352-8-2017,Books,945352-8-2017,2057
0,0,Foster Preston,01-08-2019,8,01-01-2019,237266-8-2019,Dining,237266-8-2019,1699
0,0,Annabella Douglas,01-01-2019,1,01-01-2019,765652-1-2019,Books,765652-1-2019,1800
0,0,Vivian Grant,01-09-2019,9,01-01-2019,594091-9-2019,Health,594091-9-2019,2006
0,0,Roman Stewart,01-12-2018,12,01-01-2018,522208-12-2018,Departmental,522208-12-2018,1906
0,0,Chester Fowler,01-10-2019,10,01-01-2019,728020-10-2019,Accessories,728020-10-2019,1695
0,0,Gianna Hamilton,01-04-2018,4,01-01-2018,542276-4-2018,Departmental,542276-4-2018,1777
0,0,Myra Crawford,01-03-2017,3,01-01-2017,901298-3-2017,Apparel,901298-3-2017,1629
0,0,Honey Turner,01-10-2015,10,01-01-2015,670865-10-2015,Departmental,670865-10-2015,1718
0,0,Lenny Robinson,01-05-2017,5,01-01-2017,413101-5-2017,Departmental,413101-5-2017,1503
0,0,Lilianna Allen,01-05-2018,5,01-01-2018,583512-5-2018,Dining,583512-5-2018,1523
36,0,Mary Foster,01-09-2016,9,01-01-2016,228902-9-2016,Dining,228902-9-2016,1817
0,0,Vivian Grant,01-12-2018,12,01-01-2018,263327-12-2018,Travel,263327-12-2018,2006
0,0,Tony Bailey,01-06-2019,6,01-01-2019,508637-6-2019,Books,508637-6-2019,1904
23,0,Jordan Hall,01-09-2016,9,01-01-2016,540205-9-2016,Health,540205-9-2016,1545
0,0,Frederick Myers,01-06-2019,6,01-01-2019,389003-6-2019,Books,389003-6-2019,1668
23,0,Tess Murray,01-10-2016,10,01-01-2016,149102-10-2016,Books,149102-10-2016,1686
17,0,Sabrina Farrell,01-04-2016,4,01-01-2016,329856-4-2016,Departmental,329856-4-2016,1723
0,0,Sophia Wright,01-03-2019,3,01-01-2019,406254-3-2019,Travel,406254-3-2019,2151
0,0,Victor Smith,01-01-2019,1,01-01-2019,124135-1-2019,Health,124135-1-2019,2031
35,0,Carina Johnson,01-02-2016,2,01-01-2016,208372-2-2016,Apparel,208372-2-2016,1717
0,0,Reid Murphy,01-11-2017,11,01-01-2017,623510-11-2017,Departmental,623510-11-2017,2152
0,0,Leonardo Owens,01-02-2018,2,01-01-2018,475137-2-2018,Health,475137-2-2018,1703
0,0,Dominik Harris,01-07-2019,7,01-01-2019,876790-7-2019,Departmental,876790-7-2019,1974
81,0,Dexter Ferguson,01-03-2016,3,01-01-2016,704736-3-2016,Accessories,704736-3-2016,1810
46,0,Paul Cunningham,01-04-2016,4,01-01-2016,759594-4-2016,Travel,759594-4-2016,1920
0,0,Grace Phillips,01-03-2017,3,01-01-2017,272909-3-2017,Travel,272909-3-2017,1774
0,0,Edward Sullivan,01-10-2019,10,01-01-2019,220818-10-2019,Accessories,220818-10-2019,2182
0,0,Arthur Morrison,01-06-2017,6,01-01-2017,677362-6-2017,Accessories,677362-6-2017,2013
0,0,Elian Higgins,01-11-2018,11,01-01-2018,573094-11-2018,Dining,573094-11-2018,1847
0,0,Jessica Morgan,01-08-2019,8,01-01-2019,439316-8-2019,Health,439316-8-2019,1560
0,0,Adrianna Richardson,01-03-2018,3,01-01-2018,902903-3-2018,Accessories,902903-3-2018,2090
0,0,Vincent Chapman,01-11-2018,11,01-01-2018,541098-11-2018,Travel,541098-11-2018,2091
0,0,Nicholas Watson,01-03-2015,3,01-01-2015,955668-3-2015,Dining,955668-3-2015,2169
0,0,April Cunningham,01-11-2015,11,01-01-2015,716545-11-2015,Dining,716545-11-2015,1751
0,0,Lily Spencer,01-09-2018,9,01-01-2018,105579-9-2018,Apparel,105579-9-2018,1692
0,0,Henry Henderson,01-03-2017,3,01-01-2017,343257-3-2017,Accessories,343257-3-2017,1706
0,0,Lydia Tucker,01-05-2018,5,01-01-2018,732661-5-2018,Health,732661-5-2018,1989
0,0,Alexander Adams,01-10-2017,10,01-01-2017,241835-10-2017,Apparel,241835-10-2017,1600
0,0,Joyce Hall,01-06-2015,6,01-01-2015,714869-6-2015,Travel,714869-6-2015,1855
0,0,William Campbell,01-09-2017,9,01-01-2017,951555-9-2017,Books,951555-9-2017,1889
0,0,Bruce Chapman,01-02-2019,2,01-01-2019,482759-2-2019,Travel,482759-2-2019,1584
100,0,Arthur Cameron,01-11-2016,11,01-01-2016,954730-11-2016,Apparel,954730-11-2016,1796
0,0,Jack Chapman,01-05-2015,5,01-01-2015,399876-5-2015,Books,399876-5-2015,1951
0,0,Martin Fowler,01-09-2015,9,01-01-2015,600582-9-2015,Dining,600582-9-2015,1778
0,0,Rebecca Brooks,01-02-2017,2,01-01-2017,685317-2-2017,Apparel,685317-2-2017,1973
0,0,Elian Higgins,01-10-2017,10,01-01-2017,193941-10-2017,Accessories,193941-10-2017,1847
0,0,Florrie Allen,01-03-2018,3,01-01-2018,808846-3-2018,Health,808846-3-2018,1684
0,0,Vivian Grant,01-11-2019,11,01-01-2019,429911-11-2019,Apparel,429911-11-2019,2006
0,0,Carl Adams,01-03-2018,3,01-01-2018,698346-3-2018,Travel,698346-3-2018,1922
30,0,Kristian Bennett,01-05-2016,5,01-01-2016,739481-5-2016,Books,739481-5-2016,1729
0,0,Mary Montgomery,01-06-2018,6,01-01-2018,826381-6-2018,Books,826381-6-2018,1931
0,0,Marcus Stevens,01-08-2015,8,01-01-2015,366662-8-2015,Dining,366662-8-2015,1770
0,0,Steven Watson,01-09-2017,9,01-01-2017,338383-9-2017,Accessories,338383-9-2017,2068
0,0,Maximilian Bailey,01-11-2017,11,01-01-2017,979868-11-2017,Travel,979868-11-2017,2198
0,0,Lucia Rogers,01-07-2018,7,01-01-2018,714283-7-2018,Departmental,714283-7-2018,1685
0,0,Adam Wilson,01-05-2018,5,01-01-2018,533309-5-2018,Departmental,533309-5-2018,1976
0,0,Naomi Holmes,01-06-2017,6,01-01-2017,318614-6-2017,Dining,318614-6-2017,1547
0,0,Anna Armstrong,01-02-2018,2,01-01-2018,614987-2-2018,Books,614987-2-2018,1605
0,0,Sabrina Morrison,01-03-2015,3,01-01-2015,775935-3-2015,Apparel,775935-3-2015,2170
0,0,Victoria Farrell,01-10-2015,10,01-01-2015,974767-10-2015,Apparel,974767-10-2015,1548
0,0,Adrianna Richardson,01-10-2018,10,01-01-2018,421354-10-2018,Health,421354-10-2018,2090
0,0,Sabrina Ferguson,01-12-2015,12,01-01-2015,871994-12-2015,Dining,871994-12-2015,1702
0,0,James Stevens,01-07-2018,7,01-01-2018,688966-7-2018,Departmental,688966-7-2018,1705
74,0,Abraham Dixon,01-07-2016,7,01-01-2016,303724-7-2016,Apparel,303724-7-2016,1794
0,0,April Fowler,01-10-2015,10,01-01-2015,688796-10-2015,Travel,688796-10-2015,2099
0,0,Nicole Kelley,01-07-2017,7,01-01-2017,810079-7-2017,Travel,810079-7-2017,1926
0,0,Dale Jones,01-04-2018,4,01-01-2018,965546-4-2018,Apparel,965546-4-2018,2213
0,0,Jordan Wilson,01-10-2017,10,01-01-2017,575363-10-2017,Departmental,575363-10-2017,2009
33,0,Fenton Martin,01-10-2016,10,01-01-2016,637401-10-2016,Health,637401-10-2016,1521
0,0,Annabella Elliott,01-06-2015,6,01-01-2015,526992-6-2015,Books,526992-6-2015,1992
74,0,Nicole Evans,01-01-2016,1,01-01-2016,324973-1-2016,Accessories,324973-1-2016,2104
0,0,Lenny Cooper,01-12-2015,12,01-01-2015,866520-12-2015,Dining,866520-12-2015,2010
0,0,Sabrina Phillips,01-09-2018,9,01-01-2018,644994-9-2018,Apparel,644994-9-2018,1543
23,0,Sabrina Morgan,01-06-2016,6,01-01-2016,371523-6-2016,Apparel,371523-6-2016,1812
64,0,Martin Hawkins,01-09-2016,9,01-01-2016,581411-9-2016,Dining,581411-9-2016,1981
23,0,Leonardo Moore,01-04-2016,4,01-01-2016,897924-4-2016,Apparel,897924-4-2016,1816
0,0,Roman Stevens,01-01-2017,1,01-01-2017,298768-1-2017,Apparel,298768-1-2017,1609
0,0,Cherry Riley,01-08-2017,8,01-01-2017,208188-8-2017,Travel,208188-8-2017,2004
0,0,Chester Allen,01-02-2018,2,01-01-2018,221994-2-2018,Apparel,221994-2-2018,1637
0,0,Jessica Barnes,01-07-2019,7,01-01-2019,967935-7-2019,Apparel,967935-7-2019,2167
41,0,Lucas Henderson,01-03-2016,3,01-01-2016,526848-3-2016,Apparel,526848-3-2016,1776
0,0,Audrey Alexander,01-11-2015,11,01-01-2015,712729-11-2015,Health,712729-11-2015,1711
0,0,Heather Harper,01-10-2018,10,01-01-2018,276778-10-2018,Health,276778-10-2018,1549
0,0,Arianna Wilson,01-09-2017,9,01-01-2017,350740-9-2017,Apparel,350740-9-2017,1712
0,0,Elian Higgins,01-05-2019,5,01-01-2019,847992-5-2019,Health,847992-5-2019,1847
0,0,April Fowler,01-02-2015,2,01-01-2015,184068-2-2015,Accessories,184068-2-2015,2099
0,0,Frederick Myers,01-09-2018,9,01-01-2018,339232-9-2018,Accessories,339232-9-2018,1668
0,0,Ryan Cole,01-01-2017,1,01-01-2017,966831-1-2017,Dining,966831-1-2017,1747
0,0,Nicole Anderson,01-09-2018,9,01-01-2018,339158-9-2018,Apparel,339158-9-2018,1879
0,0,Kirsten Russell,01-02-2019,2,01-01-2019,707500-2-2019,Departmental,707500-2-2019,1875
0,0,Kellan Owens,01-04-2017,4,01-01-2017,816354-4-2017,Travel,816354-4-2017,1899
0,0,Cadie Allen,01-05-2019,5,01-01-2019,693785-5-2019,Travel,693785-5-2019,1567
49,0,David Carter,01-05-2016,5,01-01-2016,503895-5-2016,Health,503895-5-2016,1930
0,0,Myra Kelley,01-12-2019,12,01-01-2019,220256-12-2019,Books,220256-12-2019,2141
0,0,Valeria Brown,01-04-2015,4,01-01-2015,285333-4-2015,Departmental,285333-4-2015,1681
0,0,Ryan Gibson,01-12-2015,12,01-01-2015,428162-12-2015,Apparel,428162-12-2015,1823
0,0,Leonardo Bailey,01-03-2017,3,01-01-2017,987395-3-2017,Travel,987395-3-2017,1721
0,0,Anna Holmes,01-12-2015,12,01-01-2015,534232-12-2015,Apparel,534232-12-2015,1569
94,0,Ned Davis,01-12-2016,12,01-01-2016,474399-12-2016,Books,474399-12-2016,1782
0,0,Jared Jones,01-08-2017,8,01-01-2017,735621-8-2017,Dining,735621-8-2017,1714
0,0,Sydney Morgan,01-06-2018,6,01-01-2018,935101-6-2018,Departmental,935101-6-2018,1871
0,0,Tess Brooks,01-09-2015,9,01-01-2015,848243-9-2015,Books,848243-9-2015,1603
0,0,Jordan Armstrong,01-08-2018,8,01-01-2018,313545-8-2018,Health,313545-8-2018,1997
0,0,Lucy Riley,01-03-2015,3,01-01-2015,645876-3-2015,Dining,645876-3-2015,1945
0,0,Roman Stevens,01-01-2015,1,01-01-2015,142666-1-2015,Accessories,142666-1-2015,1609
0,0,Martin Bennett,01-06-2015,6,01-01-2015,690106-6-2015,Books,690106-6-2015,1725
0,0,Connie Wright,01-05-2019,5,01-01-2019,476269-5-2019,Books,476269-5-2019,2210
42,0,Jordan Richardson,01-12-2016,12,01-01-2016,404957-12-2016,Accessories,404957-12-2016,2200
0,0,Edwin Mitchell,01-01-2018,1,01-01-2018,437611-1-2018,Accessories,437611-1-2018,1792
0,0,Edgar Miller,01-11-2015,11,01-01-2015,887062-11-2015,Travel,887062-11-2015,1757
0,0,Antony Hunt,01-02-2018,2,01-01-2018,404757-2-2018,Health,404757-2-2018,2033
0,0,Kristian Morris,01-04-2019,4,01-01-2019,819578-4-2019,Books,819578-4-2019,1679
0,0,Lucia Rogers,01-04-2017,4,01-01-2017,640947-4-2017,Apparel,640947-4-2017,1685
0,0,Penelope Ross,01-03-2017,3,01-01-2017,897984-3-2017,Health,897984-3-2017,2215
0,0,Ryan Allen,01-02-2017,2,01-01-2017,996032-2-2017,Travel,996032-2-2017,1585
0,0,Roland Ellis,01-10-2017,10,01-01-2017,974765-10-2017,Health,974765-10-2017,1515
0,0,Maria Wells,01-11-2018,11,01-01-2018,431150-11-2018,Departmental,431150-11-2018,1905
0,0,Arthur Edwards,01-10-2018,10,01-01-2018,382113-10-2018,Health,382113-10-2018,2209
0,0,Sabrina Farrell,01-02-2015,2,01-01-2015,305580-2-2015,Travel,305580-2-2015,1723
0,0,Gianna Hamilton,01-07-2015,7,01-01-2015,669655-7-2015,Accessories,669655-7-2015,1777
0,0,Jordan Howard,01-08-2017,8,01-01-2017,616173-8-2017,Books,616173-8-2017,1578
0,0,James Stevens,01-07-2017,7,01-01-2017,744503-7-2017,Accessories,744503-7-2017,1705
51,0,Alissa Fowler,01-09-2016,9,01-01-2016,390775-9-2016,Accessories,390775-9-2016,1980
0,0,Jasmine Alexander,01-07-2015,7,01-01-2015,544717-7-2015,Books,544717-7-2015,2038
84,0,Tony Bailey,01-03-2016,3,01-01-2016,986951-3-2016,Books,986951-3-2016,1904
0,0,Antony Farrell,01-07-2015,7,01-01-2015,228006-7-2015,Health,228006-7-2015,2028
71,0,Adrianna Campbell,01-06-2016,6,01-01-2016,793949-6-2016,Accessories,793949-6-2016,1740
0,0,Henry Evans,01-02-2019,2,01-01-2019,765656-2-2019,Dining,765656-2-2019,1878
0,0,Ashton West,01-11-2019,11,01-01-2019,636728-11-2019,Health,636728-11-2019,1526
0,0,Miller West,01-09-2018,9,01-01-2018,541941-9-2018,Departmental,541941-9-2018,1713
56,0,Lucy Riley,01-03-2016,3,01-01-2016,276646-3-2016,Books,276646-3-2016,1945
0,0,Dainton Nelson,01-06-2015,6,01-01-2015,573367-6-2015,Departmental,573367-6-2015,2127
65,0,Chelsea Stevens,01-04-2016,4,01-01-2016,340791-4-2016,Health,340791-4-2016,1633
0,0,Edith Murray,01-04-2015,4,01-01-2015,627189-4-2015,Departmental,627189-4-2015,2011
0,0,Lucia Hawkins,01-09-2017,9,01-01-2017,472642-9-2017,Dining,472642-9-2017,1972
11,0,Jasmine Jones,01-11-2016,11,01-01-2016,300517-11-2016,Travel,300517-11-2016,1720
0,0,Sofia Adams,01-11-2017,11,01-01-2017,101842-11-2017,Travel,101842-11-2017,1934
0,0,Emma Perkins,01-05-2015,5,01-01-2015,714109-5-2015,Books,714109-5-2015,1586
0,0,Jordan Hall,01-09-2018,9,01-01-2018,785938-9-2018,Dining,785938-9-2018,1545
0,0,Alan Alexander,01-08-2018,8,01-01-2018,889480-8-2018,Dining,889480-8-2018,2116
0,0,Leonardo Jones,01-10-2015,10,01-01-2015,274456-10-2015,Dining,274456-10-2015,1843
0,0,Mason Sam,01-05-2018,5,01-01-2018,731609-5-2018,Books,731609-5-2018,2002
0,0,Thomas Mason,01-03-2017,3,01-01-2017,388477-3-2017,Accessories,388477-3-2017,1781
0,0,Spike Adams,01-09-2017,9,01-01-2017,767669-9-2017,Dining,767669-9-2017,1758
43,0,Miller Ellis,01-02-2016,2,01-01-2016,522095-2-2016,Departmental,522095-2-2016,1984
51,0,Sarah Barrett,01-03-2016,3,01-01-2016,359874-3-2016,Travel,359874-3-2016,1837
0,0,Sophia Johnson,01-01-2019,1,01-01-2019,758336-1-2019,Travel,758336-1-2019,1696
53,0,Emily Elliott,01-04-2016,4,01-01-2016,365952-4-2016,Books,365952-4-2016,2051
0,0,Kelsey Riley,01-08-2018,8,01-01-2018,568864-8-2018,Dining,568864-8-2018,1639
0,0,Adelaide Cooper,01-10-2015,10,01-01-2015,557021-10-2015,Health,557021-10-2015,1650
0,0,Abraham Fowler,01-04-2018,4,01-01-2018,955975-4-2018,Apparel,955975-4-2018,1820
0,0,Madaline Warren,01-08-2019,8,01-01-2019,298590-8-2019,Dining,298590-8-2019,1691
0,0,Ashton West,01-05-2019,5,01-01-2019,283166-5-2019,Departmental,283166-5-2019,1526
0,0,Stuart Roberts,01-10-2015,10,01-01-2015,245753-10-2015,Dining,245753-10-2015,1826
0,0,Spike Adams,01-12-2017,12,01-01-2017,471027-12-2017,Travel,471027-12-2017,2112
0,0,Sarah Grant,01-01-2015,1,01-01-2015,162990-1-2015,Departmental,162990-1-2015,1690
0,0,Roman Riley,01-08-2019,8,01-01-2019,622574-8-2019,Departmental,622574-8-2019,1746
0,0,Harold Anderson,01-10-2015,10,01-01-2015,283511-10-2015,Accessories,283511-10-2015,1599
0,0,Anna Holmes,01-02-2017,2,01-01-2017,428842-2-2017,Departmental,428842-2-2017,1569
39,0,Chelsea Wright,01-07-2016,7,01-01-2016,559423-7-2016,Dining,559423-7-2016,1995
0,0,Alissa Watson,01-06-2018,6,01-01-2018,323024-6-2018,Departmental,323024-6-2018,1825
0,0,Adison Douglas,01-03-2018,3,01-01-2018,403803-3-2018,Apparel,403803-3-2018,1848
0,0,Kirsten Scott,01-05-2015,5,01-01-2015,493028-5-2015,Accessories,493028-5-2015,1693
0,0,Alan Gray,01-04-2017,4,01-01-2017,416046-4-2017,Accessories,416046-4-2017,2220
0,0,Steven West,01-10-2017,10,01-01-2017,848713-10-2017,Health,848713-10-2017,1754
0,0,Ashton Hill,01-10-2018,10,01-01-2018,878417-10-2018,Departmental,878417-10-2018,1927
19,0,Daniel Ferguson,01-06-2016,6,01-01-2016,256406-6-2016,Health,256406-6-2016,1551
0,0,Clark Evans,01-10-2019,10,01-01-2019,464058-10-2019,Accessories,464058-10-2019,1923
0,0,Chester Craig,01-11-2018,11,01-01-2018,179729-11-2018,Dining,179729-11-2018,2153
0,0,Maria Wells,01-07-2019,7,01-01-2019,595262-7-2019,Dining,595262-7-2019,1905
0,0,Jessica Kelly,01-03-2018,3,01-01-2018,961601-3-2018,Health,961601-3-2018,1592
0,0,Julian Baker,01-10-2017,10,01-01-2017,126005-10-2017,Health,126005-10-2017,1588
15,0,Agata Cole,01-04-2016,4,01-01-2016,910946-4-2016,Health,910946-4-2016,1854
0,0,Aiden Hill,01-07-2019,7,01-01-2019,882621-7-2019,Dining,882621-7-2019,1808
0,0,Adison Miller,01-02-2018,2,01-01-2018,477471-2-2018,Travel,477471-2-2018,1739
0,0,Paige Murray,01-12-2015,12,01-01-2015,876614-12-2015,Health,876614-12-2015,1544
0,0,Grace Reed,01-08-2019,8,01-01-2019,142536-8-2019,Books,142536-8-2019,1763
0,0,Kirsten Armstrong,01-10-2019,10,01-01-2019,324280-10-2019,Health,324280-10-2019,2203
0,0,David Montgomery,01-06-2015,6,01-01-2015,952770-6-2015,Health,952770-6-2015,1737
0,0,Penelope Kelley,01-04-2019,4,01-01-2019,148090-4-2019,Travel,148090-4-2019,1960
0,0,Alissa Watson,01-09-2017,9,01-01-2017,973511-9-2017,Departmental,973511-9-2017,1825
0,0,Kelsey Ross,01-04-2015,4,01-01-2015,641316-4-2015,Dining,641316-4-2015,2208
0,0,Garry Chapman,01-02-2017,2,01-01-2017,758300-2-2017,Accessories,758300-2-2017,1917
0,0,Kristian Edwards,01-02-2019,2,01-01-2019,822412-2-2019,Travel,822412-2-2019,2089
0,0,Amelia Ellis,01-01-2019,1,01-01-2019,541251-1-2019,Departmental,541251-1-2019,1793
0,0,Rubie Allen,01-07-2017,7,01-01-2017,873302-7-2017,Departmental,873302-7-2017,1916
0,0,Jordan Howard,01-11-2017,11,01-01-2017,764827-11-2017,Travel,764827-11-2017,1578
0,0,Blake Myers,01-12-2015,12,01-01-2015,263577-12-2015,Accessories,263577-12-2015,1861
0,0,Fenton Kelly,01-04-2017,4,01-01-2017,395521-4-2017,Health,395521-4-2017,1963
58,0,Fenton Martin,01-06-2016,6,01-01-2016,111660-6-2016,Departmental,111660-6-2016,1521
0,0,Mary Richardson,01-02-2018,2,01-01-2018,471861-2-2018,Accessories,471861-2-2018,1580
0,0,Arianna Wilson,01-05-2015,5,01-01-2015,740978-5-2015,Health,740978-5-2015,1712
0,0,Kellan Walker,01-03-2019,3,01-01-2019,457022-3-2019,Travel,457022-3-2019,1533
0,0,Elian Higgins,01-06-2015,6,01-01-2015,701774-6-2015,Apparel,701774-6-2015,1847
0,0,Stuart Howard,01-10-2017,10,01-01-2017,257765-10-2017,Travel,257765-10-2017,1787
39,0,Leonardo Richardson,01-08-2016,8,01-01-2016,599379-8-2016,Apparel,599379-8-2016,1664
0,0,Frederick Watson,01-01-2015,1,01-01-2015,187744-1-2015,Health,187744-1-2015,1535
81,0,Richard Kelly,01-05-2016,5,01-01-2016,309716-5-2016,Apparel,309716-5-2016,1771
18,0,Aston Kelly,01-03-2016,3,01-01-2016,817810-3-2016,Departmental,817810-3-2016,1944
0,0,Arthur Armstrong,01-02-2019,2,01-01-2019,422406-2-2019,Dining,422406-2-2019,1604
0,0,Julian Casey,01-10-2019,10,01-01-2019,509488-10-2019,Books,509488-10-2019,1860
0,0,Eddy Myers,01-04-2015,4,01-01-2015,310148-4-2015,Accessories,310148-4-2015,2156
0,0,Darcy Chapman,01-09-2018,9,01-01-2018,541454-9-2018,Departmental,541454-9-2018,2140
0,0,Olivia Evans,01-07-2017,7,01-01-2017,976963-7-2017,Books,976963-7-2017,2073
0,0,Hailey Robinson,01-06-2017,6,01-01-2017,107199-6-2017,Dining,107199-6-2017,1744
0,0,Savana Baker,01-08-2019,8,01-01-2019,333425-8-2019,Travel,333425-8-2019,1613
100,0,Ryan Mason,01-04-2016,4,01-01-2016,439558-4-2016,Accessories,439558-4-2016,1943
87,0,Eric Fowler,01-09-2016,9,01-01-2016,606475-9-2016,Travel,606475-9-2016,2042
0,0,Kristian Scott,01-06-2015,6,01-01-2015,365308-6-2015,Health,365308-6-2015,1575
0,0,Jessica Murphy,01-01-2019,1,01-01-2019,397694-1-2019,Dining,397694-1-2019,1880
0,0,Ryan Walker,01-06-2018,6,01-01-2018,241085-6-2018,Departmental,241085-6-2018,1940
0,0,Gianna Hamilton,01-07-2019,7,01-01-2019,398700-7-2019,Accessories,398700-7-2019,1777
0,0,Bruce Chapman,01-09-2015,9,01-01-2015,503360-9-2015,Travel,503360-9-2015,1584
0,0,Lana Scott,01-01-2015,1,01-01-2015,949135-1-2015,Dining,949135-1-2015,1831
0,0,Lucas Henderson,01-02-2019,2,01-01-2019,573764-2-2019,Apparel,573764-2-2019,1776
0,0,Amy Lloyd,01-11-2019,11,01-01-2019,501725-11-2019,Accessories,501725-11-2019,1528
38,0,Elian Gibson,01-11-2016,11,01-01-2016,598417-11-2016,Health,598417-11-2016,1815
0,0,Adison Douglas,01-11-2017,11,01-01-2017,232734-11-2017,Health,232734-11-2017,2000
0,0,Paul Ryan,01-03-2015,3,01-01-2015,784833-3-2015,Apparel,784833-3-2015,2133
0,0,Lydia Richardson,01-01-2018,1,01-01-2018,321421-1-2018,Accessories,321421-1-2018,1579
70,0,Edgar Miller,01-06-2016,6,01-01-2016,689139-6-2016,Dining,689139-6-2016,1757
0,0,Spike Adams,01-11-2015,11,01-01-2015,182790-11-2015,Health,182790-11-2015,1758
0,0,Jared Jones,01-05-2015,5,01-01-2015,833815-5-2015,Dining,833815-5-2015,1714
90,0,Paige Richards,01-02-2016,2,01-01-2016,509900-2-2016,Travel,509900-2-2016,1598
0,0,Darcy Chapman,01-08-2018,8,01-01-2018,618298-8-2018,Books,618298-8-2018,2140
20,0,Blake Wilson,01-09-2016,9,01-01-2016,282257-9-2016,Travel,282257-9-2016,1621
0,0,Miranda Johnston,01-04-2015,4,01-01-2015,398824-4-2015,Apparel,398824-4-2015,1991
0,0,Honey Turner,01-12-2015,12,01-01-2015,248400-12-2015,Dining,248400-12-2015,1718
0,0,Oliver Stewart,01-08-2017,8,01-01-2017,752950-8-2017,Books,752950-8-2017,1539
0,0,Caroline Farrell,01-01-2017,1,01-01-2017,231662-1-2017,Departmental,231662-1-2017,1805
0,0,Cherry Riley,01-07-2019,7,01-01-2019,526393-7-2019,Apparel,526393-7-2019,2004
0,0,Daniel Fowler,01-09-2019,9,01-01-2019,368365-9-2019,Dining,368365-9-2019,1666
85,0,Rebecca West,01-03-2016,3,01-01-2016,719535-3-2016,Books,719535-3-2016,1742
0,0,Sophia Johnson,01-02-2018,2,01-01-2018,805616-2-2018,Books,805616-2-2018,1696
0,0,Alfred Elliott,01-11-2018,11,01-01-2018,627016-11-2018,Books,627016-11-2018,2219
0,0,Kelsey Ross,01-04-2015,4,01-01-2015,163607-4-2015,Books,163607-4-2015,2208
0,0,Daniel Ferguson,01-11-2015,11,01-01-2015,676935-11-2015,Departmental,676935-11-2015,1551
0,0,Lenny Robinson,01-12-2019,12,01-01-2019,275202-12-2019,Dining,275202-12-2019,1503
56,0,Florrie Roberts,01-12-2016,12,01-01-2016,715965-12-2016,Travel,715965-12-2016,1965
0,0,Steven Bennett,01-10-2019,10,01-01-2019,443011-10-2019,Dining,443011-10-2019,1689
0,0,Chelsea Moore,01-02-2018,2,01-01-2018,968762-2-2018,Dining,968762-2-2018,2079
0,0,Jack Phillips,01-11-2015,11,01-01-2015,495967-11-2015,Books,495967-11-2015,1821
0,0,,01-01-2019,1,01-01-2019,583088-1-2019,Accessories,583088-1-2019,
0,0,Amber Richards,01-12-2016,12,01-01-2016,714997-12-2016,Apparel,714997-12-2016,1738
0,0,Tess Campbell,01-07-2016,7,01-01-2016,726827-7-2016,Accessories,726827-7-2016,2075
0,0,Isabella Martin,01-11-2019,11,01-01-2019,653442-11-2019,Departmental,653442-11-2019,2122
0,0,Ashton Brown,01-06-2015,6,01-01-2015,971353-6-2015,Apparel,971353-6-2015,2125
0,0,Dominik Allen,01-01-2017,1,01-01-2017,510196-1-2017,Apparel,510196-1-2017,1772
0,0,Cherry Riley,01-05-2016,5,01-01-2016,703859-5-2016,Travel,703859-5-2016,2004
